snr_db,mode_id,modulation,light_blocks_per_seed,deep_blocks_per_seed,light_pooled_blocks,deep_pooled_blocks,light_ber,deep_ber,ber_diff,ber_abs_diff,light_se,deep_se,se_reduction_ratio,se_reduction_pct,light_ci95_low,light_ci95_high,light_ci95_width,deep_ci95_low,deep_ci95_high,deep_ci95_width,ci95_width_reduction_pct,light_overlaps_target,deep_overlaps_target,overlap_status_changed,light_ci_eligible,deep_ci_eligible,eligibility_changed
23.5,2,16QAM,10000,70000,20000,140000,0.00881904296875,0.008572347005208333,-0.0002466959635416665,0.0002466959635416665,0.00026562097163312356,9.770998363758966e-05,2.7184629629897663,63.214507108818594,0.008298425864349077,0.009339660073150922,0.0010412342088018459,0.008380835437278657,0.008763858573138009,0.00038302313585935124,63.214507108818665,False,False,False,True,True,False
23.5,3,64QAM,10000,70000,20000,140000,0.02670240885416667,0.026368095858134922,-0.00033431299603174647,0.00033431299603174647,0.0004068688991833425,0.00015185244068073453,2.679370165928204,62.67779597174198,0.02590494581176732,0.027499871896566018,0.0015949260847986993,0.02607046507440068,0.026665726641869163,0.0005952615674684816,62.67779597174176,False,False,False,False,False,False
24.0,0,BPSK,10000,70000,20000,140000,0.00096171875,0.0010026925223214286,4.097377232142863e-05,4.097377232142863e-05,9.129661600989973e-05,3.626453816017884e-05,2.5175176809545095,60.278332598607484,0.0007827773826205966,0.0011406601173794034,0.00035788273475880687,0.0009316140275274781,0.0010737710171153793,0.00014215698958790115,60.278332598607456,False,False,False,True,True,False
24.0,1,QPSK,10000,70000,20000,140000,0.0019591471354166667,0.0019859072730654763,2.676013764880969e-05,2.676013764880969e-05,0.00013156363954924523,5.07756641945805e-05,2.5910766828193963,61.40600520892796,0.0017012824019001461,0.002217011868933187,0.0005157294670330411,0.0018863869712440985,0.002085427574886854,0.00019904060364275573,61.40600520892791,False,False,False,True,True,False
24.0,2,16QAM,10000,70000,20000,140000,0.007673868815104167,0.007642466517857143,-3.140229724702369e-05,3.140229724702369e-05,0.00024266372737947992,9.228192683300876e-05,2.629591033774128,61.97127282698606,0.007198247909440386,0.008149489720767948,0.0009512418113275618,0.007461593941264446,0.00782333909444984,0.00036174515318539505,61.971272826986,False,False,False,True,True,False
24.0,3,64QAM,10000,70000,20000,140000,0.02387580837673611,0.023718138485863096,-0.00015766989087301342,0.00015766989087301342,0.0003833539756906269,0.0001449621330710008,2.644511139352954,62.18582765188597,0.02312443458438248,0.02462718216908974,0.0015027475847072605,0.023434012705043934,0.02400226426668226,0.0005682515616383249,62.18582765188594,False,False,False,False,False,False
26.0,0,BPSK,10000,70000,20000,140000,0.0006895182291666666,0.0006545805431547619,-3.493768601190469e-05,3.493768601190469e-05,8.124091969786675e-05,2.8948937355577676e-05,2.8063523955988603,64.36655633240224,0.0005302860265588478,0.0008487504317744854,0.0003184644052156376,0.0005978406259378297,0.0007113204603716942,0.00011347983443386455,64.36655633240223,False,False,False,True,True,False
26.0,1,QPSK,10000,70000,20000,140000,0.0013134440104166666,0.0013029622395833334,-1.0481770833333263e-05,1.0481770833333263e-05,0.00011235618620748203,4.1117251816445205e-05,2.7325801517343673,63.40455011483193,0.001093225885450002,0.0015336621353833314,0.00044043624993332945,0.0012223724260231007,0.001383552053143566,0.00016117962712046538,63.40455011483188,False,False,False,True,True,False
26.0,2,16QAM,10000,70000,20000,140000,0.0048891845703125,0.0049675944010416665,7.840983072916665e-05,7.840983072916665e-05,0.00019879085543522926,7.532686734608241e-05,2.639043178603231,62.10747864575406,0.00449955449365945,0.0052788146469655494,0.0007792601533060991,0.004819953741043345,0.005115235061039988,0.00029528131999664343,62.107478645754036,False,False,False,True,True,False
26.0,3,64QAM,10000,70000,20000,140000,0.015648453776041668,0.015684299820188492,3.5846044146824185e-05,3.5846044146824185e-05,0.00031717682363469643,0.00012058544805730127,2.6303076262069074,61.981633249413036,0.015026787201717663,0.016270120350365673,0.0012433331486480098,0.015447952341996182,0.015920647298380802,0.00047269495638462,61.981633249413115,False,False,False,False,False,False
28.0,0,BPSK,10000,70000,20000,140000,0.00048636067708333333,0.00039258277529761906,-9.377790178571427e-05,9.377790178571427e-05,7.449586189797275e-05,2.342569864774141e-05,3.180091361123835,68.55436254992992,0.0003403487877633067,0.00063237256640336,0.00029202377864005324,0.0003466684059480459,0.0004384971446471922,9.18287386991463e-05,68.55436254992992,False,False,False,True,True,False
28.0,1,QPSK,10000,70000,20000,140000,0.0009021647135416666,0.0007745814732142857,-0.00012758324032738095,0.00012758324032738095,9.684355367367716e-05,3.2220867672336445e-05,3.005615946116286,66.72894947565896,0.0007123513483412594,0.0010919780787420738,0.00037962673040081436,0.0007114285725765062,0.0008377343738520651,0.00012630580127555887,66.72894947565896,False,False,False,True,True,False
28.0,2,16QAM,10000,70000,20000,140000,0.003406396484375,0.0031084251767113094,-0.0002979713076636907,0.0002979713076636907,0.0001666905800103358,5.881676645917006e-05,2.8340656932585806,64.71500281808183,0.003079682947554742,0.003733110021195258,0.0006534270736405163,0.002993144314451336,0.0032237060389712826,0.00023056172451994643,64.71500281808184,False,False,False,True,True,False
28.0,3,64QAM,10000,70000,20000,140000,0.010754242621527778,0.010204465835813492,-0.0005497767857142854,0.0005497767857142854,0.0002697715788033065,9.752122137726173e-05,2.766285891351716,63.8504464369964,0.010225490327073298,0.011282994915982258,0.0010575045889089606,0.010013324241914059,0.010395607429712926,0.00038228318779886736,63.85044643699624,False,False,False,False,False,False
28.5,0,BPSK,10000,70000,20000,140000,0.0002965169270833333,0.0003404389880952381,4.392206101190479e-05,4.392206101190479e-05,5.226649523599066e-05,2.0684492345686444e-05,2.5268444766492104,60.424948617095865,0.00019407459642079163,0.000398959257745875,0.00020488466132508336,0.00029989738309769265,0.00038098059309278355,8.108320999509089e-05,60.42494861709584,False,False,False,True,True,False
28.5,1,QPSK,10000,70000,20000,140000,0.0006188639322916667,0.0006920991443452381,7.323521205357137e-05,7.323521205357137e-05,7.279947922223898e-05,2.9655294548336534e-05,2.454856049518569,59.264413887074404,0.0004761769530160783,0.0007615509115672551,0.0002853739585511768,0.0006339747670304985,0.0007502235216599776,0.00011624875462947913,59.26441388707444,False,False,False,True,True,False
28.5,2,16QAM,10000,70000,20000,140000,0.0026629313151041666,0.0027678292410714287,0.00010489792596726213,0.00010489792596726213,0.00014070291699474452,5.5577229713312825e-05,2.5316648152587016,60.50030027779116,0.0023871535977944675,0.0029387090324138657,0.0005515554346193982,0.0026588978708333355,0.002876760611309522,0.00021786274047618653,60.5003002777911,False,False,False,True,True,False
28.5,3,64QAM,10000,70000,20000,140000,0.008952398003472223,0.009073757595486112,0.000121359592013889,0.000121359592013889,0.0002396513340271142,9.236755621764298e-05,2.5945401593437283,61.45752470245272,0.008482681388779079,0.009422114618165367,0.0009394332293862877,0.008892717185299532,0.009254798005672691,0.00036208082037315903,61.45752470245289,False,False,False,True,True,False
29.0,0,BPSK,10000,70000,20000,140000,0.0002123046875,0.0002886253720238095,7.632068452380952e-05,7.632068452380952e-05,4.1802853003213566e-05,1.944183446772668e-05,2.150149620531233,53.49160865591613,0.00013037109561370142,0.0002942382793862986,0.00016386718377259718,0.00025051937646706525,0.0003267313675805538,7.621199111348855e-05,53.49160865591615,False,False,False,True,True,False
29.0,1,QPSK,10000,70000,20000,140000,0.00044593098958333334,0.0005791573660714286,0.00013322637648809522,0.00013322637648809522,6.139618688961459e-05,2.7231160387183255e-05,2.2546298437767494,55.646821461172024,0.0003255944632796887,0.000566267515886978,0.00024067305260728924,0.0005257842917125494,0.0006325304404303077,0.00010674614871775839,55.646821461172024,False,False,False,True,True,False
29.0,2,16QAM,10000,70000,20000,140000,0.0020706949869791665,0.002399862816220238,0.00032916782924107164,0.00032916782924107164,0.00012072940429530828,5.125499330189313e-05,2.355466199833628,57.54555934317239,0.0018340653545603621,0.0023073246193979708,0.0004732592648376086,0.0022994030293485277,0.0025003226030919485,0.00020091957374342075,57.54555934317248,False,False,False,True,True,False
29.0,3,64QAM,10000,70000,20000,140000,0.007603119574652778,0.00802096199156746,0.00041784241691468233,0.00041784241691468233,0.0002133953811510515,8.630884031372771e-05,2.4724626165219163,59.55449464361453,0.007184864627596717,0.008021374521708839,0.000836509894112122,0.007851796664552553,0.008190127318582367,0.0003383306540298142,59.554494643614355,False,False,False,True,True,False
29.5,0,BPSK,10000,70000,20000,140000,0.0002866536458333333,0.0003053059895833333,1.8652343750000006e-05,1.8652343750000006e-05,5.2106550330099375e-05,2.0410837323399475e-05,2.552886464406003,60.82865360670567,0.00018452480718633853,0.0003887824844803281,0.00020425767729398956,0.00026530074842947036,0.0003453112307371963,8.001048230772592e-05,60.828653606705686,False,False,False,True,True,False
29.5,1,QPSK,10000,70000,20000,140000,0.0005555501302083333,0.0005937616257440477,3.821149553571437e-05,3.821149553571437e-05,7.192769426895236e-05,2.8275667138273173e-05,2.543801846202702,60.688761921736756,0.00041457184944118663,0.00069652841097548,0.00028195656153429333,0.0005383413181530323,0.0006491819333350631,0.00011084061518203082,60.68876192173677,False,False,False,True,True,False
29.5,2,16QAM,10000,70000,20000,140000,0.0022137532552083334,0.002276490420386905,6.273716517857155e-05,6.273716517857155e-05,0.00013227507728264275,5.123742134970148e-05,2.5816107407094058,61.26449335560139,0.0019544941037343538,0.002473012406682313,0.0005185183029479592,0.00217606507454149,0.0023769157662323196,0.00020085069169082943,61.26449335560144,False,False,False,True,True,False
29.5,3,64QAM,10000,70000,20000,140000,0.007333148871527778,0.00740755363343254,7.440476190476164e-05,7.440476190476164e-05,0.0002197121350410987,8.435391570856752e-05,2.6046465442123314,61.60707477864683,0.006902513086847225,0.007763784656208332,0.0008612715693611071,0.007242219958643747,0.0075728873082213325,0.0003306673495775854,61.607074778646755,False,False,False,True,True,False
30.0,0,BPSK,10000,70000,20000,140000,0.0002520833333333333,0.00027787388392857144,2.5790550595238112e-05,2.5790550595238112e-05,4.852274972722816e-05,2.0247931751007388e-05,2.3964299328900114,58.27126066673542,0.00015697874386796614,0.0003471879227987005,0.00019020917893073437,0.00023818793769659697,0.0003175598301605459,7.937189246394894e-05,58.27126066673542,False,False,False,True,True,False
30.0,1,QPSK,10000,70000,20000,140000,0.0005049479166666667,0.0005266136532738095,2.1665736607142825e-05,2.1665736607142825e-05,6.689696714242091e-05,2.7265425514874076e-05,2.4535456857596696,59.24265825560209,0.0003738298610675217,0.0006360659722658116,0.0002622361111982899,0.0004731734192646563,0.0005800538872829627,0.00010688046801830635,59.24265825560207,False,False,False,True,True,False
30.0,2,16QAM,10000,70000,20000,140000,0.0019880289713541666,0.001991426013764881,3.397042410714299e-06,3.397042410714299e-06,0.00012568521180297552,4.8247016584596944e-05,2.60503593175751,61.612813558186076,0.0017416859562203344,0.0022343719864879987,0.0004926860302676642,0.001896861861259071,0.002085990166270691,0.00018912830501162012,61.61281355818606,False,False,False,True,True,False
30.0,3,64QAM,10000,70000,20000,140000,0.006587255859375,0.006529299975198413,-5.795588417658714e-05,5.795588417658714e-05,0.00020927992933122904,7.925820290581404e-05,2.6404828984064332,62.12813949283621,0.006177067197885792,0.006997444520864209,0.0008203773229784172,0.006373953897503017,0.006684646052893809,0.0003106921553907918,62.12813949283608,False,False,False,True,True,False
