profile,requested_blocks_per_seed,snr_db,checkpoint_idx,blocks_per_seed,pooled_blocks,mode_id,modulation,pooled_ber,pooled_se,ci95_low,ci95_high,overlaps_ber_target,z_ab
deep,70000,0.0,6,30000,60000,2,16QAM,0.31599112413194447,0.0003590657009750159,0.3152873553580334,0.3166948929058555,False,0.3269546895226424
deep,70000,0.0,6,30000,60000,3,64QAM,0.3741621166087963,0.0002552696509499264,0.37366178809293443,0.37466244512465813,False,0.43071841917769627
deep,70000,0.0,7,35000,70000,0,BPSK,0.14674403831845237,0.000440859405850838,0.14587995388298472,0.14760812275392002,False,0.29524374422039223
deep,70000,0.0,7,35000,70000,1,QPSK,0.21160948660714285,0.000429723206673978,0.21076722912206186,0.21245174409222384,False,0.4851734826601678
deep,70000,0.0,7,35000,70000,2,16QAM,0.3160625953311012,0.00033263085556426835,0.31541063885419524,0.31671455180800717,False,0.5281401605705378
deep,70000,0.0,7,35000,70000,3,64QAM,0.37421446087549604,0.00023649200576693436,0.37375093654419284,0.37467798520679924,False,0.7001219479685723
deep,70000,0.0,8,40000,80000,0,BPSK,0.1466384033203125,0.0004119620607231473,0.14583095768129514,0.14744584895932986,False,0.5379268679531796
deep,70000,0.0,8,40000,80000,1,QPSK,0.21152070719401042,0.0004017928731381659,0.21073319316265962,0.21230822122536122,False,0.6156362362605997
deep,70000,0.0,8,40000,80000,2,16QAM,0.3159855936686198,0.000311217707328755,0.3153756069622554,0.31659558037498414,False,0.640823779447662
deep,70000,0.0,8,40000,80000,3,64QAM,0.3741482231987847,0.0002213185807520785,0.37371443878051064,0.3745820076170588,False,0.7369791211964457
deep,70000,0.0,9,45000,90000,0,BPSK,0.1465328197337963,0.0003883686762546614,0.14577161712833717,0.14729402233925545,False,0.301722774321541
deep,70000,0.0,9,45000,90000,1,QPSK,0.21139525462962963,0.00037885633567625763,0.21065269621170415,0.2121378130475551,False,0.37975421539549276
deep,70000,0.0,9,45000,90000,2,16QAM,0.31588269856770834,0.0002935958319375124,0.3153072507371108,0.3164581463983059,False,0.3468053681205464
deep,70000,0.0,9,45000,90000,3,64QAM,0.37406819540895064,0.00020881544349126346,0.3736589171397078,0.3744774736781935,False,0.473127613961627
deep,70000,0.0,10,50000,100000,0,BPSK,0.14646305989583333,0.0003684167341021451,0.14574096309699314,0.14718515669467352,False,0.5511671163726174
deep,70000,0.0,10,50000,100000,1,QPSK,0.21130215169270833,0.0003594294129163017,0.2105976700433924,0.21200663334202427,False,0.491454521958964
deep,70000,0.0,10,50000,100000,2,16QAM,0.3158087841796875,0.0002786119358386314,0.31526270478544377,0.3163548635739312,False,0.5027870899748168
deep,70000,0.0,10,50000,100000,3,64QAM,0.37401195855034725,0.00019816637828371745,0.37362355244891116,0.37440036465178334,False,0.3681797073142491
