mode_id,modulation,bits_per_symbol,snr_db,num_blocks,total_bits,bit_errors,ber,block_errors,bler,mean_block_ber,std_block_ber,se_block_ber
0,BPSK,1,0.0,15000,23040000,3376883,0.14656610243055557,14919,0.9946,0.14656610243055554,0.11750203145482203,0.000959400069349243
1,QPSK,2,0.0,15000,46080000,9730494,0.211165234375,15000,1.0,0.21116523437499995,0.11445507265114047,0.0009345217548949067
2,16QAM,4,0.0,15000,92160000,29084264,0.31558446180555555,15000,1.0,0.31558446180555555,0.08857554156352339,0.0007232162684043854
3,64QAM,6,0.0,15000,138240000,51688085,0.37390107783564813,15000,1.0,0.37390107783564813,0.06303362905435393,0.0005146674260634656
0,BPSK,1,2.0,15000,23040000,2486933,0.10793980034722223,14485,0.9656666666666667,0.10793980034722223,0.11016114772099876,0.0008994620046526965
1,QPSK,2,2.0,15000,46080000,7709784,0.16731302083333333,14987,0.9991333333333333,0.16731302083333333,0.11624605595026424,0.0009491450722972389
2,16QAM,4,2.0,15000,92160000,25565927,0.27740806206597224,15000,1.0,0.2774080620659721,0.09756243026273331,0.0007965939073652145
3,64QAM,6,2.0,15000,138240000,47732270,0.3452855179398148,15000,1.0,0.3452855179398148,0.0726452492750172,0.0005931459765369391
0,BPSK,1,4.0,15000,23040000,1778560,0.07719444444444444,13353,0.8902,0.07719444444444443,0.10101065036248984,0.0008247485065825892
1,QPSK,2,4.0,15000,46080000,5859268,0.12715425347222223,14862,0.9908,0.1271542534722222,0.11435056519097347,0.0009336684550558288
2,16QAM,4,4.0,15000,92160000,21885832,0.23747647569444444,15000,1.0,0.2374764756944444,0.10504159140161712,0.000857661002346276
3,64QAM,6,4.0,15000,138240000,43312866,0.3133164496527778,15000,1.0,0.3133164496527778,0.08258361533184079,0.0006742923955909854
0,BPSK,1,6.0,15000,23040000,1243163,0.05395672743055555,11303,0.7535333333333334,0.053956727430555546,0.09011452581769405,0.0007357820222207048
1,QPSK,2,6.0,15000,46080000,4283503,0.09295796440972222,14283,0.9522,0.09295796440972222,0.10776068068826096,0.0008798622734040951
2,16QAM,4,6.0,15000,92160000,18121114,0.19662667100694445,15000,1.0,0.19662667100694445,0.1099601246094036,0.0008978206578196474
3,64QAM,6,6.0,15000,138240000,38449672,0.2781370949074074,15000,1.0,0.2781370949074074,0.09155928125687744,0.0007475784009844046
0,BPSK,1,8.0,15000,23040000,789607,0.03427113715277778,8812,0.5874666666666667,0.03427113715277778,0.07325567100946855,0.000598130049127974
1,QPSK,2,8.0,15000,46080000,2903264,0.06300486111111112,12845,0.8563333333333333,0.06300486111111109,0.09310423846407122,0.0007601929237579382
2,16QAM,4,8.0,15000,92160000,14281450,0.1549636501736111,14999,0.9999333333333333,0.15496365017361113,0.10826440926702052,0.0008839752000268227
3,64QAM,6,8.0,15000,138240000,33139269,0.23972272135416667,15000,1.0,0.23972272135416667,0.09616731211485502,0.000785202815387886
0,BPSK,1,10.0,15000,23040000,538311,0.023364192708333332,6464,0.43093333333333333,0.023364192708333332,0.06186790219476857,0.0005051493061119949
1,QPSK,2,10.0,15000,46080000,2016377,0.04375818142361111,10700,0.7133333333333334,0.0437581814236111,0.08164017547681851,0.0006665892414316189
2,16QAM,4,10.0,15000,92160000,11011118,0.11947827690972222,14967,0.9978,0.11947827690972221,0.10580109933236205,0.0008638623586326833
3,64QAM,6,10.0,15000,138240000,28080360,0.20312760416666667,15000,1.0,0.20312760416666667,0.10049348197104922,0.0008205258443488376
0,BPSK,1,12.0,15000,23040000,367586,0.01595425347222222,4575,0.305,0.015954253472222225,0.05307754589297809,0.00043337634745651074
