profile,requested_blocks_per_seed,snr_db,checkpoint_idx,blocks_per_seed,pooled_blocks,mode_id,modulation,pooled_ber,pooled_se,ci95_low,ci95_high,overlaps_ber_target,z_ab
deep,70000,16.75,11,55000,110000,2,16QAM,0.03625144560842803,0.00021363415426578863,0.03583272266606709,0.03667016855078897,False,0.5021436124091966
deep,70000,16.75,11,55000,110000,3,64QAM,0.08953502406881313,0.0002712574643341452,0.0890033594387182,0.09006668869890805,False,0.031419185428791845
deep,70000,16.75,12,60000,120000,0,BPSK,0.005226931423611111,8.859334367364102e-05,0.005053288470010775,0.005400574377211448,False,1.3040221324153025
deep,70000,16.75,12,60000,120000,1,QPSK,0.010246506076388889,0.00012250760685858945,0.010006391166946054,0.010486620985831724,False,1.2370379495394197
deep,70000,16.75,12,60000,120000,2,16QAM,0.03628638509114583,0.0002045963324810501,0.035885376279482975,0.03668739390280869,False,0.6353004678668919
deep,70000,16.75,12,60000,120000,3,64QAM,0.08955148473668982,0.0002598484674495604,0.08904218174048868,0.09006078773289096,False,0.0914978717142935
deep,70000,16.75,13,65000,130000,0,BPSK,0.0051986728766025645,8.485252251131996e-05,0.005032361932480378,0.005364983820724751,False,0.8914994122032792
deep,70000,16.75,13,65000,130000,1,QPSK,0.010199874799679487,0.00011740614200335112,0.009969758761352919,0.010429990838006055,True,0.7988076598420767
deep,70000,16.75,13,65000,130000,2,16QAM,0.036209078275240385,0.00019620689924808662,0.03582451275271414,0.03659364379776663,False,0.3665318443850345
deep,70000,16.75,13,65000,130000,3,64QAM,0.08947977597489316,0.0002493399979531151,0.08899106957890505,0.08996848237088127,False,0.1567902104278157
deep,70000,16.75,14,70000,140000,0,BPSK,0.00523369140625,8.240029820688902e-05,0.005072186821764498,0.0053951959907355025,False,0.8910586087906638
deep,70000,16.75,14,70000,140000,1,QPSK,0.010231112816220238,0.00011364353166438578,0.010008371494158041,0.010453854138282434,False,0.6878850023090631
deep,70000,16.75,14,70000,140000,2,16QAM,0.03624802013578869,0.00018933498076003532,0.035876923573499024,0.03661911669807836,False,0.19363383184777028
deep,70000,16.75,14,70000,140000,3,64QAM,0.08952924572172619,0.0002404187605995189,0.08905802495095112,0.09000046649250125,False,0.23612588155644576
deep,70000,22.75,1,5000,10000,0,BPSK,0.0013291015625,0.00015062179300601305,0.0010338828482082145,0.0016243202767917855,False,1.2219614071546987
deep,70000,22.75,1,5000,10000,1,QPSK,0.0026342447916666667,0.00021771273750042044,0.0022075278261658427,0.0030609617571674907,False,1.2631699611689482
deep,70000,22.75,1,5000,10000,2,16QAM,0.009736800130208334,0.00039150081055970337,0.008969458541511315,0.010504141718905353,True,0.7330477879859814
deep,70000,22.75,1,5000,10000,3,64QAM,0.029971875,0.0005980694664816371,0.02879965884569599,0.031144091154304006,False,0.006131982211082501
deep,70000,22.75,2,10000,20000,0,BPSK,0.0012268880208333333,0.00010169482974089273,0.0010275661545411836,0.001426209887125483,False,1.554440025642916
deep,70000,22.75,2,10000,20000,1,QPSK,0.0025318033854166665,0.00014770480230194685,0.002242301972904851,0.002821304797928482,False,1.485887863960653
deep,70000,22.75,2,10000,20000,2,16QAM,0.009727840169270833,0.0002731013733971718,0.009192561477412377,0.01026311886112929,True,1.3483218858488357
deep,70000,22.75,2,10000,20000,3,64QAM,0.029922894965277776,0.00042215169978779407,0.0290954776336937,0.030750312296861853,False,0.8960385450845488
deep,70000,22.75,3,15000,30000,0,BPSK,0.0013072699652777779,8.744085627951011e-05,0.0011358858869699381,0.0014786540435856176,False,1.0237582831799443
deep,70000,22.75,3,15000,30000,1,QPSK,0.002623296440972222,0.0001253067532754449,0.00237769520455235,0.0028688976773920943,False,1.0719380776000835
deep,70000,22.75,3,15000,30000,2,16QAM,0.009905376519097222,0.0002265974304703959,0.009461245555375246,0.010349507482819199,True,1.0343005511480559
deep,70000,22.75,3,15000,30000,3,64QAM,0.030213917824074073,0.000347527123095959,0.029532764662805994,0.030895070985342152,False,0.4060960771174626
deep,70000,22.75,4,20000,40000,0,BPSK,0.0012873209635416666,7.535310958994497e-05,0.0011396288687453744,0.0014350130583379588,False,0.9566494667647932
deep,70000,22.75,4,20000,40000,1,QPSK,0.0026168701171875,0.0001077159645866962,0.0024057468265975754,0.0028279934077774247,False,0.8539471236907796
deep,70000,22.75,4,20000,40000,2,16QAM,0.010011735026041666,0.00019651244140108802,0.009626570640895534,0.010396899411187798,True,0.752083648285122
deep,70000,22.75,4,20000,40000,3,64QAM,0.03039401312934028,0.0003021307419364341,0.029801836875144868,0.03098618938353569,False,0.35318244561120476
deep,70000,22.75,5,25000,50000,0,BPSK,0.0013126041666666666,6.752504340218179e-05,0.0011802550815983902,0.001444953251734943,False,0.18704299635451835
deep,70000,22.75,5,25000,50000,1,QPSK,0.0026557161458333335,9.700791307949987e-05,0.0024655806361975137,0.0028458516554691533,False,0.013556533441097711
deep,70000,22.75,5,25000,50000,2,16QAM,0.010093248697916666,0.00017686728951620833,0.009746588810464899,0.010439908585368434,True,0.3844363329197876
deep,70000,22.75,5,25000,50000,3,64QAM,0.030550442708333334,0.0002712024064642089,0.030018885991663483,0.031081999425003184,False,0.9853076434030914
deep,70000,22.75,6,30000,60000,0,BPSK,0.0013580403645833334,6.275858314723415e-05,0.0012350335416147545,0.0014810471875519122,False,0.016770751340068786
deep,70000,22.75,6,30000,60000,1,QPSK,0.002720849609375,9.01950255068273e-05,0.0025440673593816188,0.0028976318593683815,False,0.4112515287237852
deep,70000,22.75,6,30000,60000,2,16QAM,0.010188468424479166,0.0001630338332116922,0.00986892211138425,0.010508014737574083,True,0.9142129867003278
deep,70000,22.75,6,30000,60000,3,64QAM,0.03066293041087963,0.00024878536927498815,0.030175311087100653,0.031150549734658608,False,1.5762976781729876
deep,70000,22.75,7,35000,70000,0,BPSK,0.0013710286458333333,5.865644393823637e-05,0.00125606201571439,0.0014859952759522766,False,0.3451840425316144
deep,70000,22.75,7,35000,70000,1,QPSK,0.002737193080357143,8.388685404123308e-05,0.0025727748464363263,0.0029016113142779597,False,0.14668092682067171
deep,70000,22.75,7,35000,70000,2,16QAM,0.010240211123511905,0.00015135048336710282,0.009943564176112384,0.010536858070911426,True,0.7307080052868278
deep,70000,22.75,7,35000,70000,3,64QAM,0.030723046875,0.00023089865998882214,0.030270485501421907,0.031175608248578093,False,1.2227302108990659
deep,70000,22.75,8,40000,80000,0,BPSK,0.0013745035807291666,5.517719622240259e-05,0.0012663562761332575,0.0014826508853250757,False,0.7729870818674944
deep,70000,22.75,8,40000,80000,1,QPSK,0.0027435506184895833,7.856309669872936e-05,0.002589566948960074,0.0028975342880190927,False,0.31111817913092843
deep,70000,22.75,8,40000,80000,2,16QAM,0.010292067464192709,0.00014179767925767171,0.010014144012847672,0.010569990915537746,False,0.4236208838445039
deep,70000,22.75,8,40000,80000,3,64QAM,0.030816923014322917,0.00021642415121891228,0.03039273167793385,0.031241114350711984,False,1.0318356910521815
deep,70000,22.75,9,45000,90000,0,BPSK,0.001374833622685185,5.231933495099119e-05,0.0012722877261812423,0.001477379519189128,False,0.45170123082911334
deep,70000,22.75,9,45000,90000,1,QPSK,0.002730497685185185,7.412216755332212e-05,0.002585218236780674,0.0028757771335896965,False,0.05992170069373612
deep,70000,22.75,9,45000,90000,2,16QAM,0.010238442201967592,0.00013336359657279066,0.009977049552684922,0.010499834851250263,True,0.5862770099861689
deep,70000,22.75,9,45000,90000,3,64QAM,0.030722069106867284,0.00020359231358018794,0.030323028172250115,0.03112111004148445,False,1.1959515770816278
deep,70000,22.75,10,50000,100000,0,BPSK,0.0013839322916666668,4.995460662290929e-05,0.0012860212626857647,0.0014818433206475689,False,0.4725626073960059
deep,70000,22.75,10,50000,100000,1,QPSK,0.0027387760416666667,7.058043382659786e-05,0.0026004383913665347,0.0028771136919667987,False,0.05479093868096489
deep,70000,22.75,10,50000,100000,2,16QAM,0.010230602213541667,0.00012661953786163196,0.009982427919332869,0.010478776507750465,True,0.8333937175713826
deep,70000,22.75,10,50000,100000,3,64QAM,0.030698663194444444,0.0001931428732742888,0.03032010316282684,0.03107722322606205,False,1.3356421430150471
deep,70000,22.75,11,55000,110000,0,BPSK,0.0013667376893939393,4.7328743250908165e-05,0.0012739733526221594,0.0014595020261657192,False,0.41167008929157217
deep,70000,22.75,11,55000,110000,1,QPSK,0.0027051816998106062,6.682950685987892e-05,0.0025741958663652435,0.002836167533255969,False,0.13173551611659462
deep,70000,22.75,11,55000,110000,2,16QAM,0.010168454071969696,0.00012012599128025839,0.00993300712906039,0.010403901014879003,True,0.9616685321291654
deep,70000,22.75,11,55000,110000,3,64QAM,0.03062972498421717,0.00018358704171497582,0.03026989438245582,0.03098955558597852,False,1.5977808127485382
